LONGITUDE,LATITUDE,LONDEC,LATDEC,REGIONAL,FOLIOREG,TITULAR,ESTADO,MUPIO,USO_SUB,CVE_ACUHOM,ACU_SUBHOM,VOL_CONS,NUM,KML_STYLE
"106° 42' 04.0000"" W","28° 30' 32.0000"" N",-106.7011111,28.50888889,6,A2CHI102187/34AMGR95,LUIS ANTONIO CORRAL PEREZ,8,17,AGRICOLA,805,CUAUHTEMOC,162000,1,point1
"106° 40' 00.0000"" W","28° 30' 00.0000"" N",-106.6666667,28.5,6,A2CHI102187/34AMGR95,LUIS ANTONIO CORRAL PEREZ,8,17,AGRICOLA,805,CUAUHTEMOC,103680,2,point1
"106° 40' 02.0000"" W","28° 30' 00.0000"" N",-106.6672222,28.5,6,A2CHI102187/34AMGR95,LUIS ANTONIO CORRAL PEREZ,8,17,AGRICOLA,805,CUAUHTEMOC,25920,3,point1
"106° 40' 03.0000"" W","28° 30' 00.0000"" N",-106.6675,28.5,6,A2CHI102187/34AMGR95,LUIS ANTONIO CORRAL PEREZ,8,17,AGRICOLA,805,CUAUHTEMOC,103680,4,point1
"106° 40' 04.0000"" W","28° 30' 00.0000"" N",-106.6677778,28.5,6,A2CHI102187/34AMGR95,LUIS ANTONIO CORRAL PEREZ,8,17,AGRICOLA,805,CUAUHTEMOC,103680,5,point1
"106° 40' 05.0000"" W","28° 30' 00.0000"" N",-106.6680556,28.5,6,A2CHI102187/34AMGR95,LUIS ANTONIO CORRAL PEREZ,8,17,AGRICOLA,805,CUAUHTEMOC,103680,6,point1
"106° 40' 06.0000"" W","28° 30' 00.0000"" N",-106.6683333,28.5,6,A2CHI102187/34AMGR95,LUIS ANTONIO CORRAL PEREZ,8,17,AGRICOLA,805,CUAUHTEMOC,233280,7,point1
"106° 40' 07.0000"" W","28° 30' 00.0000"" N",-106.6686111,28.5,6,A2CHI102187/34AMGR95,LUIS ANTONIO CORRAL PEREZ,8,17,AGRICOLA,805,CUAUHTEMOC,103680,8,point1
"106° 40' 08.0000"" W","28° 30' 00.0000"" N",-106.6688889,28.5,6,A2CHI102187/34AMGR95,LUIS ANTONIO CORRAL PEREZ,8,17,AGRICOLA,805,CUAUHTEMOC,233280,9,point1
"106° 40' 09.0000"" W","28° 30' 00.0000"" N",-106.6691667,28.5,6,A2CHI102187/34AMGR95,LUIS ANTONIO CORRAL PEREZ,8,17,AGRICOLA,805,CUAUHTEMOC,233280,10,point1
"106° 40' 10.0000"" W","28° 30' 00.0000"" N",-106.6694444,28.5,6,A2CHI102187/34AMGR95,LUIS ANTONIO CORRAL PEREZ,8,17,AGRICOLA,805,CUAUHTEMOC,103680,11,point1
"107° 56' 34.0000"" W","30° 33' 47.0000"" N",-107.9427778,30.56305556,6,A2CHI102192/34HMGR95,EJIDO GUADALUPE VICTORIA,8,13,PUBLICO URBANO,806,CASAS GRANDES,100000,1,point1
"105° 09' 19.0000"" W","27° 25' 32.0000"" N",-105.1552778,27.42555556,6,A2CHI102193/24AMGR95,PILAR CARRILLO ORNELAS,8,36,AGRICOLA,832,JIMENEZ-CAMARGO,168000,1,point1
"105° 55' 30.0000"" W","28° 54' 34.0000"" N",-105.925,28.90944444,6,A2CHI102194/24AMGR95,EJIDO LA ABUNDANCIA,8,2,AGRICOLA,836,ALDAMA-SAN DIEGO,240000,1,point1
"105° 51' 45.0000"" W","28° 49' 13.0000"" N",-105.8625,28.82027778,6,A2CHI102195/24AMGR95,HERIBERTO HERNANDEZ CHACON,8,19,AGRICOLA,836,ALDAMA-SAN DIEGO,48000,1,point1
"105° 42' 36.0000"" W","28° 29' 30.0000"" N",-105.71,28.49166667,6,A2CHI102197/24AMGR95,S.P.R.TEOFILO BORUNDA,8,55,AGRICOLA,831,MEOQUI-DELICIAS,210000,1,point1
"107° 53' 20.0000"" W","30° 31' 43.0000"" N",-107.8888889,30.52861111,6,A2CHI102198/34AMGR95,EJ. GUADALUPE VICTORIA MPIO. CASAS GRANDES,8,13,AGRICOLA,806,CASAS GRANDES,330000,1,point1
"105° 38' 05.0000"" W","29° 25' 30.0000"" N",-105.6347222,29.425,6,A2CHI102199/24AMGR95,LUIS PEREZ BUSTILLOS,8,55,AGRICOLA,831,MEOQUI-DELICIAS,120000,1,point1
"106° 14' 16.0000"" W","29° 03' 53.0000"" N",-106.2377778,29.06472222,6,A2CHI102204/34AMGE94,PABLO EUSEBIO MARTINEZ DOMINGUEZ,8,19,AGRICOLA,807,EL SAUZ-ENCINILLAS,210000,1,point1
"106° 57' 42.0000"" W","28° 38' 00.0000"" N",-106.9616667,28.63333333,6,A2CHI102220/34IMGE95,ENRIQUE FRIESSEN REIMER,8,17,MULTIPLES,805,CUAUHTEMOC,1755,1,point1
"106° 54' 55.0000"" W","28° 17' 40.0000"" N",-106.9152778,28.29444444,6,A2CHI102225/34IMGE95,ABRAHAM PETERS DYCK,8,17,MULTIPLES,805,CUAUHTEMOC,3486,1,point1
"106° 47' 14.0000"" W","28° 30' 01.0000"" N",-106.7872222,28.50027778,6,A2CHI102227/34IMGE95,JUAN WALL FRIESSEN,8,17,MULTIPLES,805,CUAUHTEMOC,585,1,point1
"107° 02' 09.0000"" W","28° 48' 00.0000"" N",-107.0358333,28.8,6,A2CHI102231/34AMGE96,ABRAHAM DYCK Y/O MARIA NEUFELD PETERS,8,17,AGRICOLA,805,CUAUHTEMOC,119880,1,point1
"106° 53' 50.0000"" W","28° 20' 00.0000"" N",-106.8972222,28.33333333,6,A2CHI102238/34IMGE95,PEDRO FROESSE UNGER,8,17,MULTIPLES,805,CUAUHTEMOC,5519,1,point1
"106° 55' 55.0000"" W","28° 23' 17.0000"" N",-106.9319444,28.38805556,6,A2CHI102240/34IMGE96,MARGARITA FRIESSEN VDA  DE REIMER,8,17,MULTIPLES,805,CUAUHTEMOC,1258,1,point1
"107° 02' 33.0000"" W","28° 47' 12.0000"" N",-107.0425,28.78666667,6,A2CHI102242/34AMGE95,JACOBO WIEBE SCHELLEMBERG,8,17,AGRICOLA,805,CUAUHTEMOC,143856,1,point1
"107° 22' 58.0000"" W","29° 11' 30.0000"" N",-107.3827778,29.19166667,6,A2CHI102248/34AMGE95,GONZALO REYES MONTAÑO,8,48,AGRICOLA,803,BAJA BABICORA,84000,1,point1
"106° 48' 35.0000"" W","28° 31' 25.0000"" N",-106.8097222,28.52361111,6,A2CHI102256/34IPGE95,BENJAMIN FEHR WOLF,8,17,MULTIPLES,805,CUAUHTEMOC,2491,1,point1
"106° 51' 25.0000"" W","28° 27' 35.0000"" N",-106.8569444,28.45972222,6,A2CHI102273/34IMGE95,BERNARDO PENNER FROESSE,8,17,MULTIPLES,805,CUAUHTEMOC,1607,1,point1
"106° 47' 15.0000"" W","28° 30' 06.0000"" N",-106.7875,28.50166667,6,A2CHI102285/34IMGE95,JACOBO WIEBE PETERS,8,17,MULTIPLES,805,CUAUHTEMOC,2396,1,point1
"106° 54' 56.0000"" W","28° 17' 58.0000"" N",-106.9155556,28.29944444,6,A2CHI102289/34IMGE95,ABRAHAM REIMER JANZEN,8,17,MULTIPLES,805,CUAUHTEMOC,225,1,point1
"0° 00' 00.0000"" E","0° 00' 00.0000"" N",0,0,6,A2CHI102299/34IMGE94,ENRIQUE WIEBE BANMAN,8,17,MULTIPLES,805,CUAUHTEMOC,4560,1,point1
"107° 02' 14.0000"" W","28° 46' 14.0000"" N",-107.0372222,28.77055556,6,A2CHI102301/34AMGE95,JACOBO WIEBE SCHELLEMBERG,8,17,AGRICOLA,805,CUAUHTEMOC,119880,1,point1
"106° 54' 39.0000"" W","28° 36' 05.0000"" N",-106.9108333,28.60138889,6,A2CHI102309/34IMGE95,PEDRO ENNS FRIESSEN,8,17,MULTIPLES,805,CUAUHTEMOC,609,1,point1
"106° 53' 48.0000"" W","28° 20' 39.0000"" N",-106.8966667,28.34416667,6,A2CHI102313/34IMGE95,ARBAHAM JANZEN REIMER,8,17,MULTIPLES,805,CUAUHTEMOC,553,1,point1
"106° 53' 52.0000"" W","28° 19' 27.0000"" N",-106.8977778,28.32416667,6,A2CHI102314/34IMGE95,JUAN FROESSE KNELSSEN,8,17,MULTIPLES,805,CUAUHTEMOC,4036,1,point1
"106° 53' 49.0000"" W","28° 30' 35.0000"" N",-106.8969444,28.50972222,6,A2CHI102316/34IMGE94,JOHAN LOEWEN FROESSE,8,17,MULTIPLES,805,CUAUHTEMOC,558,1,point1
"104° 58' 05.0000"" W","27° 21' 55.0000"" N",-104.9680556,27.36527778,6,A2CHI102334/24AMGE95,MANUEL E. CAMPUZANO SUAREZ DEL REAL,8,36,AGRICOLA,832,JIMENEZ-CAMARGO,330000,1,point1
"107° 27' 25.0000"" W","29° 01' 05.0000"" N",-107.4569444,29.01805556,6,A2CHI102336/34AMGE94,RAMON ANDREW GAYTAN,8,48,AGRICOLA,803,BAJA BABICORA,142301,1,point1
"107° 30' 15.0000"" W","29° 32' 30.0000"" N",-107.5041667,29.54166667,6,A2CHI102338/34AMGE95,AMELIA ELSA ERIVES VDA. DE VILLAGRAN,8,48,AGRICOLA,803,BAJA BABICORA,149947,1,point1
"107° 27' 10.0000"" W","29° 04' 20.0000"" N",-107.4527778,29.07222222,6,A2CHI102346/34AMGE95,PLACIDO GONZALEZ  PACHECO Y/O EDGARDO GARCIA OLEA,8,48,AGRICOLA,803,BAJA BABICORA,118886,1,point1
"107° 01' 18.0000"" W","29° 14' 33.0000"" N",-107.0216667,29.2425,6,A2CHI102350/34IMGE95,DANIEL FRIESSEN KORNELSSEN,8,48,MULTIPLES,821,FLORES MAGON-VILLA AHUMADA,25779,1,point1
"107° 29' 55.0000"" W","28° 58' 00.0000"" N",-107.4986111,28.96666667,6,A2CHI102351/34AMGE95,GIL MOLINAR RODRIGUEZ,8,48,AGRICOLA,803,BAJA BABICORA,149947,1,point1
"106° 54' 55.0000"" W","28° 20' 23.0000"" N",-106.9152778,28.33972222,6,A2CHI102372/34IMGE95,HEINRICH FROESSE WALL,8,17,MULTIPLES,805,CUAUHTEMOC,2028,1,point1
"105° 24' 00.0000"" W","27° 05' 00.0000"" N",-105.4,27.08333333,6,A2CHI102375/24APGE95,MARINA AVALOS DE VIZCARRA,8,3,AGRICOLA,832,JIMENEZ-CAMARGO,64800,1,point1
"104° 56' 30.0000"" W","27° 09' 33.0000"" N",-104.9416667,27.15916667,6,A2CHI102379/24AMGE95,EJIDO HEROES DE LA REVOLUCION,8,36,AGRICOLA,832,JIMENEZ-CAMARGO,240000,1,point1
"104° 53' 33.0000"" W","27° 09' 03.0000"" N",-104.8925,27.15083333,6,A2CHI102380/24AMGE95,EJ. HEROES DE LA REVOLUCION  UNIDAD B,8,36,AGRICOLA,832,JIMENEZ-CAMARGO,360000,1,point1
"104° 52' 45.0000"" W","27° 08' 45.0000"" N",-104.8791667,27.14583333,6,A2CHI102382/24AMGE95,EJ. HEROES DE LA REVOLUCION,8,36,AGRICOLA,832,JIMENEZ-CAMARGO,407365,1,point1
"104° 51' 40.0000"" W","27° 13' 45.0000"" N",-104.8611111,27.22916667,6,A2CHI102383/24AMGE95,EJIDO HEROES DE LA REVOLUCION,8,36,AGRICOLA,832,JIMENEZ-CAMARGO,379168,1,point1
"104° 55' 37.0000"" W","27° 11' 38.0000"" N",-104.9269444,27.19388889,6,A2CHI102385/24AMGE95,EJIDO HEROES DE LA REVOLUCION,8,36,AGRICOLA,832,JIMENEZ-CAMARGO,390000,1,point1
"104° 58' 02.0000"" W","27° 09' 43.0000"" N",-104.9672222,27.16194444,6,A2CHI102400/24AMGE95,JESUS  JOSE LOYA CARRASCO,8,36,AGRICOLA,832,JIMENEZ-CAMARGO,241825,1,point1
"104° 52' 47.0000"" W","27° 20' 28.0000"" N",-104.8797222,27.34111111,6,A2CHI102414/24AMGE95,EJIDO JACALES GRUPO NUM. 4,8,36,AGRICOLA,832,JIMENEZ-CAMARGO,359136,1,point1
"104° 51' 40.0000"" W","27° 05' 37.0000"" N",-104.8611111,27.09361111,6,A2CHI102415/24AMGE95,EJIDO EL CARMEN,8,36,AGRICOLA,832,JIMENEZ-CAMARGO,299520,1,point1
"104° 48' 20.0000"" W","27° 13' 40.0000"" N",-104.8055556,27.22777778,6,A2CHI102432/24AMGE95,GUILLERMO FRANCO FAJER Y SOCIOS,8,36,AGRICOLA,832,JIMENEZ-CAMARGO,359424,1,point1
"104° 58' 21.0000"" W","27° 34' 31.0000"" N",-104.9725,27.57527778,6,A2CHI102434/24AMGE95,JUAN IBARRA ZEPEDA Y SOCIOS,8,11,AGRICOLA,832,JIMENEZ-CAMARGO,359424,1,point1
"104° 58' 45.0000"" W","27° 34' 15.0000"" N",-104.9791667,27.57083333,6,A2CHI102438/24AMGE95,UNIDAD LAS VEGAS,8,11,AGRICOLA,832,JIMENEZ-CAMARGO,239500,1,point1
"104° 50' 43.0000"" W","27° 13' 13.0000"" N",-104.8452778,27.22027778,6,A2CHI102448/24AMGE95,MARIA CRISTINA DIAZ DE PRIETO,8,36,AGRICOLA,832,JIMENEZ-CAMARGO,359424,1,point1
"105° 07' 44.0000"" W","27° 39' 33.0000"" N",-105.1288889,27.65916667,6,A2CHI102449/24AMGE95,MARIA PATROCINIA FERNANDEZ VDA. DE VAZQUEZ,8,11,AGRICOLA,832,JIMENEZ-CAMARGO,330000,1,point1
"105° 43' 46.0000"" W","29° 15' 45.0000"" N",-105.7294444,29.2625,6,A2CHI102471/24GMGE95,ALBINO DELGADO NUNEZ,8,2,PECUARIO,836,ALDAMA-SAN DIEGO,3900,1,point1
"107° 22' 38.0000"" W","29° 20' 12.0000"" N",-107.3772222,29.33666667,2,A2CHI102474/34AMGE96,REYES VARELA RASCON,8,40,AGRICOLA,802,ALTA BABICORA,149688,1,point1
"107° 30' 50.0000"" W","28° 58' 40.0000"" N",-107.5138889,28.97777778,6,A2CHI102475/34AMGE95,EMILIO NAVA LOPEZ,8,48,AGRICOLA,803,BAJA BABICORA,150336,1,point1
"107° 30' 40.0000"" W","28° 57' 00.0000"" N",-107.5111111,28.95,6,A2CHI102476/34AMGE94,GUADALUPE MEDRANO SAENZ,8,48,AGRICOLA,803,BAJA BABICORA,17928,1,point1
"107° 30' 35.0000"" W","28° 57' 30.0000"" N",-107.5097222,28.95833333,6,A2CHI102485/34AMGE95,ALVARO RIVERA MARIN Y LUCIO RIVERA GARCIA,8,48,AGRICOLA,803,BAJA BABICORA,300000,1,point1
"107° 25' 12.0000"" W","29° 13' 35.0000"" N",-107.42,29.22638889,6,A2CHI102486/34AMGE95,FELIPE Y JUAN JOSE GARCIA MAYNEZ,8,48,AGRICOLA,803,BAJA BABICORA,97459,1,point1
"106° 59' 46.0000"" W","28° 43' 17.0000"" N",-106.9961111,28.72138889,6,A2CHI102602/34AMGE95,ABRAHAM FEHR WIEBE,8,17,AGRICOLA,805,CUAUHTEMOC,42000,1,point1
"106° 48' 32.0000"" W","28° 23' 55.0000"" N",-106.8088889,28.39861111,6,A2CHI102604/34AMGE95,FERNANDO CUESTA RODRIGUEZ,8,17,AGRICOLA,805,CUAUHTEMOC,31104,1,point1
"106° 57' 00.0000"" W","28° 42' 00.0000"" N",-106.95,28.7,6,A2CHI102617/34AMGE95,JUAN FEHR WIEBE,8,17,AGRICOLA,805,CUAUHTEMOC,22500,1,point1
"106° 53' 08.0000"" W","28° 37' 16.0000"" N",-106.8855556,28.62111111,6,A2CHI102620/34AMGE94,JOHAN C. WIEBE FRIESSEN,8,17,AGRICOLA,805,CUAUHTEMOC,62965,1,point1
"106° 51' 19.0000"" W","28° 25' 22.0000"" N",-106.8552778,28.42277778,6,A2CHI102643/34AMGE95,RAMON GAN JAIME,8,17,AGRICOLA,805,CUAUHTEMOC,39000,1,point1
"106° 50' 27.0000"" W","28° 26' 43.0000"" N",-106.8408333,28.44527778,6,A2CHI102644/34AMGE95,RAMON GAN JAIME,8,17,AGRICOLA,805,CUAUHTEMOC,42000,1,point1
"106° 56' 40.0000"" W","28° 26' 54.0000"" N",-106.9444444,28.44833333,6,A2CHI102650/34IMGE95,BERNARDO PETERS WIENS,8,17,MULTIPLES,805,CUAUHTEMOC,3552.1,1,point1
"106° 51' 00.0000"" W","28° 26' 29.0000"" N",-106.85,28.44138889,6,A2CHI102662/34AMGE95,ABRAHAM LETKEMAN WIEBE,8,17,AGRICOLA,805,CUAUHTEMOC,10368,1,point1
"106° 54' 10.0000"" W","28° 30' 29.0000"" N",-106.9027778,28.50805556,6,A2CHI102664/34AMGE95,DAVID REIMER FEHER,8,17,AGRICOLA,805,CUAUHTEMOC,11520,1,point1
"106° 51' 40.0000"" W","28° 26' 35.0000"" N",-106.8611111,28.44305556,6,A2CHI102666/34AMGE95,DIEDRICH F. REIMER FROESSE,8,17,AGRICOLA,805,CUAUHTEMOC,10368,1,point1
"106° 50' 41.0000"" W","28° 26' 53.0000"" N",-106.8447222,28.44805556,6,A2CHI102668/34CMGE94,ABRAHAM REIMER  REMPEL,8,17,DOMESTICO,805,CUAUHTEMOC,833,1,point1
"106° 55' 44.0000"" W","28° 40' 52.0000"" N",-106.9288889,28.68111111,6,A2CHI102670/34AMGE95,DAVID DICK FEHR,8,17,AGRICOLA,805,CUAUHTEMOC,9000,1,point1
"106° 55' 55.0000"" W","28° 28' 07.0000"" N",-106.9319444,28.46861111,6,A2CHI102678/34AMGE95,JACOBO LETKEMAN NEUDORF,8,17,AGRICOLA,805,CUAUHTEMOC,46656,1,point1
"106° 53' 26.0000"" W","28° 32' 42.0000"" N",-106.8905556,28.545,6,A2CHI102682/34AMGE95,PETER LETKEMAN REDEKOP,8,17,AGRICOLA,805,CUAUHTEMOC,7200,1,point1
"106° 53' 26.0000"" W","28° 32' 42.0000"" N",-106.8905556,28.545,6,A2CHI102683/34CMGE95,PETER LETKEMAN REDEKOP,8,17,DOMESTICO,805,CUAUHTEMOC,450,1,point1
"107° 03' 10.0000"" W","28° 14' 37.0000"" N",-107.0527778,28.24361111,6,A2CHI102688/34IMGE95,JACOBO JANZEN REIMER,8,17,MULTIPLES,805,CUAUHTEMOC,3000,1,point1
"106° 47' 06.0000"" W","28° 23' 21.0000"" N",-106.785,28.38916667,6,A2CHI102695/34AMGE95,MANUEL CUESTA RUMAZO,8,17,AGRICOLA,805,CUAUHTEMOC,39398,1,point1
"106° 47' 30.0000"" W","28° 23' 26.0000"" N",-106.7916667,28.39055556,6,A2CHI102696/34AMGE95,MANUEL CUESTA RUMAZO,8,17,AGRICOLA,805,CUAUHTEMOC,35251,1,point1
"106° 51' 30.0000"" W","28° 27' 20.0000"" N",-106.8583333,28.45555556,6,A2CHI102699/34AMGE95,HEINRICH WIEBE NEUFELD,8,17,AGRICOLA,805,CUAUHTEMOC,8100,1,point1
"106° 51' 28.0000"" W","28° 27' 15.0000"" N",-106.8577778,28.45416667,6,A2CHI102705/34AMGE95,BERNARDO PENNER FROESSE,8,17,AGRICOLA,805,CUAUHTEMOC,78000,1,point1
"106° 26' 46.0000"" W","28° 21' 52.0000"" N",-106.4461111,28.36444444,6,A2CHI102706/34AMGE95,FERNANDO CUESTA RODRIGUEZ,8,17,AGRICOLA,805,CUAUHTEMOC,139968,1,point1
"106° 51' 49.0000"" W","28° 26' 15.0000"" N",-106.8636111,28.4375,6,A2CHI102707/34AMGE95,FERNADO CUESTA RODRIGUEZ Y SOCIOS,8,17,AGRICOLA,805,CUAUHTEMOC,44812,1,point1
"106° 49' 54.0000"" W","28° 30' 04.0000"" N",-106.8316667,28.50111111,6,A2CHI102713/34AMGE95,KATHARINA REMPEL FEHR,8,17,AGRICOLA,805,CUAUHTEMOC,101976,1,point1
"106° 50' 51.0000"" W","28° 26' 39.0000"" N",-106.8475,28.44416667,6,A2CHI102718/34AMGE96,FERNANDO RAMON JULIETA SILVIA Y FEDERICO GAN DELGADO,8,17,AGRICOLA,805,CUAUHTEMOC,77760,1,point1
"106° 51' 36.0000"" W","28° 25' 21.0000"" N",-106.86,28.4225,6,A2CHI102720/34AMGE96,FERNANDO; RAMON JULIETA SILVIA Y FEERICO GAN DELGADO,8,17,AGRICOLA,805,CUAUHTEMOC,25930,1,point1
"106° 53' 26.0000"" W","28° 32' 42.0000"" N",-106.8905556,28.545,6,A2CHI102736/34AMGE95,JACOBO KLASSEN REIMER,8,17,AGRICOLA,805,CUAUHTEMOC,38707,1,point1
"106° 52' 10.0000"" W","28° 33' 40.0000"" N",-106.8694444,28.56111111,6,A2CHI102739/34AMGE95,HERMAN LOEWEN KLASSEN,8,17,AGRICOLA,805,CUAUHTEMOC,10886.4,1,point1
"106° 53' 55.0000"" W","28° 37' 18.0000"" N",-106.8986111,28.62166667,6,A2CHI102744/34AMGE94,JOHAN C. WIEBE  FRIESSEN,8,17,AGRICOLA,805,CUAUHTEMOC,63025,1,point1
"106° 52' 12.0000"" W","28° 33' 27.0000"" N",-106.87,28.5575,6,A2CHI102755/34IMGE95,JOHAN HAMM REDEKOP,8,17,MULTIPLES,805,CUAUHTEMOC,8100,1,point1
"106° 01' 33.0000"" W","28° 37' 41.0000"" N",-106.0258333,28.62805556,6,A2CHI102765/24EMGE95,CIA. NACIONAL DE SUBSISTENCIAS POPULARES,8,19,SERVICIOS,835,TABALAOPA-ALDAMA,16013,1,point1
"106° 56' 41.0000"" W","28° 26' 52.0000"" N",-106.9447222,28.44777778,6,A2CHI102773/34IMGE94,BERNARDO FROESSE BERGEN,8,17,MULTIPLES,805,CUAUHTEMOC,901,1,point1
"106° 55' 56.0000"" W","28° 39' 30.0000"" N",-106.9322222,28.65833333,6,A2CHI102777/34IMGE95,FRANCISCO REMPEL ENNS,8,17,MULTIPLES,805,CUAUHTEMOC,6926,1,point1
"106° 52' 20.0000"" W","28° 19' 05.0000"" N",-106.8722222,28.31805556,6,A2CHI102785/34AMGE95,ANA REMPEL MARTENS,8,17,AGRICOLA,805,CUAUHTEMOC,119232,1,point1
"106° 55' 40.0000"" W","28° 35' 09.0000"" N",-106.9277778,28.58583333,6,A2CHI102786/34IMGE95,ANNA WIEBE PETERS,8,17,MULTIPLES,805,CUAUHTEMOC,4901,1,point1
"106° 53' 44.0000"" W","28° 20' 42.0000"" N",-106.8955556,28.345,6,A2CHI102787/34IMGE95,FRANZ KLASSEN BOLDT,8,17,MULTIPLES,805,CUAUHTEMOC,710,1,point1
"106° 53' 52.0000"" W","28° 19' 27.0000"" N",-106.8977778,28.32416667,6,A2CHI102788/34IMGE95,JACOBO SCHMITT NEUFELD,8,17,MULTIPLES,805,CUAUHTEMOC,1820,1,point1
"106° 56' 18.0000"" W","28° 29' 34.0000"" N",-106.9383333,28.49277778,6,A2CHI102802/34IMGE94,JACOBO LOEWEN REMPEL,8,17,MULTIPLES,805,CUAUHTEMOC,394,1,point1
"106° 47' 15.0000"" W","28° 30' 06.0000"" N",-106.7875,28.50166667,6,A2CHI102820/34AMGE95,ISACK KNELSSEN MARTENS,8,17,AGRICOLA,805,CUAUHTEMOC,3628,1,point1
"106° 47' 15.0000"" W","28° 30' 06.0000"" N",-106.7875,28.50166667,6,A2CHI102838/34IPGE95,HELENA WIEBE NEUFELD,8,17,MULTIPLES,805,CUAUHTEMOC,723,1,point1
"107° 10' 27.0000"" W","28° 47' 43.0000"" N",-107.1741667,28.79527778,6,A2CHI102841/34IMGE95,ELENA WIENS DYCK,8,17,MULTIPLES,805,CUAUHTEMOC,4112,1,point1
"106° 59' 47.0000"" W","28° 42' 58.0000"" N",-106.9963889,28.71611111,6,A2CHI102842/34IMGE94,JUAN NEUFELD ELIAS,8,17,MULTIPLES,805,CUAUHTEMOC,1983,1,point1
"107° 59' 15.0000"" W","31° 05' 39.0000"" N",-107.9875,31.09416667,6,A2CHI102850/34AMGE95,MARIO ALBERTO ARMENDARIZ SAENZ Y LAURA RAMIREZ DE ARMENDARIZ,8,5,AGRICOLA,801,ASCENSION,240000,1,point1
"107° 45' 24.0000"" W","31° 32' 30.0000"" N",-107.7566667,31.54166667,6,A2CHI102854/34AMGE95,FAUSTINO SANCHEZ GARCIA Y CARMEN JIMENEZ NIETO DE NUÑEZ,8,5,AGRICOLA,801,ASCENSION,240000,1,point1
"0° 00' 00.0000"" E","0° 00' 00.0000"" N",0,0,6,A2CHI102868/34AMGE94,JUAN GAYTAN MARTINEZ,8,5,AGRICOLA,801,ASCENSION,240000,1,point1
"106° 51' 00.0000"" W","28° 33' 15.0000"" N",-106.85,28.55416667,6,A2CHI102877/34IMGE95,JUAN WALL KLASSEN,8,17,MULTIPLES,805,CUAUHTEMOC,442,1,point1
"106° 53' 48.0000"" W","28° 20' 39.0000"" N",-106.8966667,28.34416667,6,A2CHI102889/34IMGE96,ISAAK GUENTHER DYCK,8,17,MULTIPLES,805,CUAUHTEMOC,393,1,point1
"106° 53' 15.0000"" W","28° 30' 29.0000"" N",-106.8875,28.50805556,6,A2CHI102899/34IMGE95,JACOBO HIEBERT THIESSEN,8,17,MULTIPLES,805,CUAUHTEMOC,361,1,point1
"106° 59' 45.0000"" W","28° 43' 12.0000"" N",-106.9958333,28.72,6,A2CHI102924/34AMGE94,JUAN PETERS FRIESSEN,8,17,AGRICOLA,805,CUAUHTEMOC,150000,1,point1
"105° 32' 25.0000"" W","28° 27' 53.0000"" N",-105.5402778,28.46472222,6,A2CHI103091/24AMGE94,EMMA MORENO MEDINA DE ROLDAN,8,45,AGRICOLA,831,MEOQUI-DELICIAS,300000,1,point1
"107° 58' 48.0000"" W","30° 31' 12.0000"" N",-107.98,30.52,6,A2CHI103124/34AMGE95,GRUPO PITAHAYOS,8,50,AGRICOLA,806,CASAS GRANDES,240000,1,point1
"107° 04' 23.0000"" W","29° 10' 34.0000"" N",-107.0730556,29.17611111,6,A2CHI103145/34AMGE95,JOHAN ZACHARIAS ZACHARIAS,8,48,AGRICOLA,822,SANTA CLARA,180000,1,point1
"107° 00' 03.0000"" W","29° 08' 18.0000"" N",-107.0008333,29.13833333,6,A2CHI103252/34IMGE96,PETER THIESSEN NEUFELD,8,17,AGRICOLA,805,CUAUHTEMOC,7550,1,point1
"107° 08' 37.0000"" W","28° 47' 00.0000"" N",-107.1436111,28.78333333,6,A2CHI103262/34IMGE96,FELIPE SCHMITT WIEBE,8,17,AGRICOLA,805,CUAUHTEMOC,13392,1,point1
"0° 00' 00.0000"" E","0° 00' 00.0000"" N",0,0,6,A2CHI103266/34AMGE94,RAUL Y JOSE SECUNDINO DIAZ MIRAMONTES,8,5,AGRICOLA,801,ASCENSION,240000,1,point1
"108° 03' 09.0000"" W","31° 03' 37.0000"" N",-108.0525,31.06027778,6,A2CHI103286/34AMGE95,EJIDO ASCENSION SECTOR DEL NORTE,8,5,AGRICOLA,801,ASCENSION,360000,1,point1
"106° 55' 50.0000"" W","28° 36' 50.0000"" N",-106.9305556,28.61388889,6,A2CHI103290/34IMGE95,ANNA WOLF FRIESSEN,8,17,MULTIPLES,805,CUAUHTEMOC,5505,1,point1
"106° 52' 30.0000"" W","28° 20' 00.0000"" N",-106.875,28.33333333,6,A2CHI103298/34IMGE94,JAQCOBO REIMER HAMM,8,17,MULTIPLES,805,CUAUHTEMOC,6883,1,point1
"107° 00' 15.0000"" W","28° 47' 12.0000"" N",-107.0041667,28.78666667,6,A2CHI103307/34IMGE95,HEINRICH PENNER WIELER,8,19,MULTIPLES,805,CUAUHTEMOC,6462,1,point1
"106° 49' 12.0000"" W","28° 29' 27.0000"" N",-106.82,28.49083333,6,A2CHI103312/34IMGE95,JACOBO LOEWEN DRIEDGER,8,17,MULTIPLES,805,CUAUHTEMOC,945,1,point1
"105° 53' 56.0000"" W","28° 53' 37.0000"" N",-105.8988889,28.89361111,6,A2CHI103330/24AMGE95,ROBERTO SOSA GALINDO,8,2,AGRICOLA,824,LAGUNA DE HORMIGAS,180000,1,point1
